customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,MonthlyCharges,TotalCharges,Churn
CUST00687,Male,0,No,Yes,38,No,DSL,Two year,37.74,1434.1200000000001,No
CUST00688,Male,0,Yes,No,67,No,No,Month-to-month,21.35,1430.45,Yes
CUST00689,Female,0,Yes,No,24,Yes,Fiber optic,One year,61.76,1482.24,No
CUST00690,Female,0,No,No,62,No,No,One year,86.57,5367.339999999999,No
CUST00691,Female,1,Yes,Yes,29,Yes,No,Month-to-month,70.66,2049.14,No
CUST00692,Male,0,Yes,No,44,No,Fiber optic,Two year,109.05,4798.2,Yes
CUST00693,Female,0,Yes,Yes,60,No,Fiber optic,Month-to-month,63.4,3804.0,No
CUST00694,Female,0,Yes,Yes,50,Yes,DSL,One year,51.1,2555.0,Yes
CUST00695,Female,0,No,No,8,Yes,DSL,One year,111.6,892.8,No
CUST00696,Male,0,Yes,Yes,1,No,Fiber optic,Month-to-month,60.68,60.68,No
CUST00697,Female,1,No,No,4,No,No,Two year,46.96,187.84,No
CUST00698,Female,0,Yes,Yes,61,No,DSL,Two year,29.77,1815.97,Yes
CUST00699,Male,0,No,No,68,Yes,DSL,Two year,99.33,6754.44,Yes
CUST00700,Female,1,Yes,Yes,51,Yes,Fiber optic,Month-to-month,102.51,5228.01,No
CUST00701,Female,0,No,Yes,4,No,Fiber optic,Two year,23.33,93.32,No
CUST00702,Male,0,Yes,No,58,No,Fiber optic,Two year,55.86,3239.88,No
CUST00703,Female,0,No,Yes,67,Yes,Fiber optic,Two year,94.99,6364.33,Yes
CUST00704,Male,0,No,No,8,Yes,DSL,Two year,114.64,917.12,No
CUST00705,Male,1,Yes,Yes,21,No,DSL,One year,57.78,1213.38,No
CUST00706,Female,0,No,Yes,26,Yes,DSL,Month-to-month,107.21,2787.46,Yes
CUST00707,Female,1,Yes,Yes,9,No,No,Month-to-month,59.37,534.3299999999999,No
CUST00708,Female,0,Yes,No,60,Yes,DSL,Two year,37.95,,No
CUST00709,Female,1,Yes,No,50,No,DSL,Month-to-month,20.34,1017.0,Yes
CUST00710,Male,0,Yes,No,9,No,Fiber optic,Month-to-month,53.02,477.18,Yes
CUST00711,Female,0,Yes,No,5,No,DSL,One year,57.85,289.25,Yes
CUST00712,Male,0,No,No,61,Yes,DSL,Month-to-month,114.51,6985.110000000001,No
CUST00713,Female,1,Yes,Yes,4,No,DSL,One year,40.61,162.44,Yes
CUST00714,Female,0,Yes,Yes,69,No,Fiber optic,Month-to-month,58.22,4017.18,No
CUST00715,Female,0,Yes,No,62,Yes,DSL,One year,22.52,1396.24,No
CUST00716,Male,0,Yes,Yes,55,No,DSL,One year,96.35,5299.25,Yes
CUST00717,Female,0,Yes,Yes,58,No,No,Month-to-month,111.51,6467.58,No
CUST00718,Female,1,Yes,Yes,62,No,No,One year,43.78,2714.36,Yes
CUST00719,Female,0,No,Yes,58,Yes,No,One year,62.9,3648.2,No
CUST00720,Female,0,No,No,50,Yes,No,Month-to-month,32.21,1610.5,No
CUST00721,Male,0,Yes,Yes,49,Yes,Fiber optic,One year,65.68,3218.32,No
CUST00722,Female,0,No,No,3,Yes,No,One year,33.33,99.99,Yes
CUST00723,Male,0,Yes,No,47,No,DSL,One year,72.33,3399.5099999999998,No
CUST00724,Male,0,Yes,Yes,31,Yes,No,One year,93.46,2897.2599999999998,Yes
CUST00725,Male,0,Yes,No,50,Yes,Fiber optic,One year,75.33,3766.5,No
CUST00726,Male,0,Yes,Yes,51,Yes,No,Two year,44.52,2270.52,No
CUST00727,Male,0,Yes,Yes,33,No,No,One year,55.38,1827.5400000000002,No
CUST00728,Male,0,No,Yes,35,No,Fiber optic,One year,83.86,2935.1,No
CUST00729,Female,0,No,No,69,No,Fiber optic,One year,78.98,5449.62,No
CUST00730,Male,0,No,No,42,Yes,Fiber optic,One year,33.68,1414.56,No
CUST00731,Male,0,No,No,15,No,Fiber optic,Month-to-month,104.49,1567.35,No
CUST00732,Male,1,Yes,Yes,58,No,Fiber optic,Two year,67.52,3916.16,No
CUST00733,Female,1,No,Yes,52,Yes,Fiber optic,Month-to-month,36.24,1884.48,No
CUST00734,Female,0,Yes,Yes,18,No,DSL,Two year,32.28,581.04,No
CUST00735,Male,0,No,No,40,Yes,No,One year,116.56,4662.4,Yes
CUST00736,Female,1,No,Yes,46,Yes,No,One year,48.15,2214.9,Yes
CUST00737,Male,0,No,Yes,53,No,Fiber optic,Two year,110.86,5875.58,No
CUST00738,Male,0,No,No,54,Yes,Fiber optic,Two year,61.06,3297.2400000000002,No
CUST00739,Female,0,Yes,No,18,Yes,DSL,Month-to-month,58.59,,No
CUST00740,Male,0,No,No,61,Yes,DSL,Two year,90.09,5495.49,Yes
CUST00741,Female,0,No,Yes,58,Yes,Fiber optic,One year,20.99,1217.4199999999998,No
CUST00742,Female,0,Yes,Yes,64,Yes,DSL,Month-to-month,53.81,3443.84,Yes
CUST00743,Male,1,Yes,Yes,67,Yes,DSL,Two year,50.26,3367.42,No
CUST00744,Male,1,No,No,27,No,Fiber optic,Two year,106.81,2883.87,No
CUST00745,Female,0,Yes,No,17,Yes,Fiber optic,Month-to-month,72.91,1239.47,Yes
CUST00746,Male,0,Yes,No,25,Yes,Fiber optic,Two year,56.46,1411.5,No
CUST00747,Male,0,Yes,No,18,Yes,Fiber optic,One year,46.61,,No
CUST00748,Male,0,No,Yes,54,Yes,No,Month-to-month,79.05,4268.7,No
CUST00749,Female,0,Yes,Yes,56,No,No,Two year,35.17,1969.52,Yes
CUST00750,Female,0,No,Yes,5,No,Fiber optic,One year,44.62,223.1,Yes
CUST00751,Male,1,No,Yes,0,Yes,DSL,Two year,49.36,0.0,Yes
CUST00752,Female,0,No,Yes,7,No,Fiber optic,Month-to-month,80.79,565.5300000000001,Yes
CUST00753,Female,0,No,Yes,50,Yes,No,Two year,57.33,2866.5,Yes
CUST00754,Female,1,Yes,Yes,24,Yes,DSL,Two year,70.58,1693.92,Yes
CUST00755,Female,0,No,Yes,46,Yes,No,Two year,85.04,3911.84,No
CUST00756,Female,0,Yes,No,54,Yes,Fiber optic,One year,115.63,6244.0199999999995,No
CUST00757,Male,0,No,No,63,No,No,One year,96.48,6078.240000000001,No
CUST00758,Male,0,Yes,Yes,9,No,No,Two year,60.53,544.77,No
CUST00759,Male,0,No,No,55,Yes,No,Two year,94.83,5215.65,No
CUST00760,Female,0,Yes,Yes,11,Yes,DSL,Month-to-month,114.97,1264.67,No
CUST00761,Female,0,No,Yes,32,No,No,Two year,69.94,2238.08,Yes
CUST00762,Male,1,No,No,70,No,DSL,Month-to-month,61.05,4273.5,Yes
CUST00763,Female,0,Yes,Yes,16,Yes,Fiber optic,One year,27.8,444.8,No
CUST00764,Male,0,No,Yes,60,No,Fiber optic,Two year,109.24,6554.4,No
CUST00765,Male,0,No,Yes,9,Yes,No,Month-to-month,44.64,401.76,No
CUST00766,Male,0,No,Yes,30,No,DSL,One year,26.4,792.0,No
CUST00767,Female,0,Yes,Yes,59,No,Fiber optic,Month-to-month,73.72,4349.48,No
CUST00768,Female,0,No,Yes,69,No,DSL,One year,104.59,7216.71,No
CUST00769,Male,0,No,Yes,16,No,DSL,Two year,60.66,970.56,No
CUST00770,Male,0,Yes,No,49,Yes,No,Month-to-month,98.31,4817.1900000000005,No
CUST00771,Male,0,Yes,No,36,Yes,No,Two year,103.64,3731.04,No
CUST00772,Male,0,Yes,Yes,61,No,DSL,Month-to-month,65.44,3991.8399999999997,No
CUST00773,Female,0,Yes,No,71,Yes,DSL,One year,79.1,5616.099999999999,Yes
CUST00774,Female,1,Yes,Yes,28,No,No,Month-to-month,73.39,2054.92,Yes
CUST00775,Male,0,No,Yes,31,No,DSL,Month-to-month,113.92,,No
CUST00776,Male,0,No,Yes,10,Yes,No,Two year,92.55,,No
CUST00777,Female,0,No,Yes,5,Yes,DSL,Two year,112.53,562.65,Yes
CUST00778,Female,0,Yes,No,34,Yes,No,Two year,42.0,1428.0,Yes
CUST00779,Male,0,No,No,32,No,DSL,One year,51.02,1632.64,No
CUST00780,Male,0,Yes,No,17,Yes,No,Two year,27.09,460.53,No
CUST00781,Male,0,Yes,No,36,Yes,DSL,Month-to-month,69.99,2519.64,No
CUST00782,Female,0,No,Yes,12,Yes,Fiber optic,One year,107.39,1288.68,No
CUST00783,Female,0,Yes,No,63,Yes,Fiber optic,Two year,52.68,3318.84,No
CUST00784,Female,0,Yes,Yes,0,No,DSL,Month-to-month,32.83,,Yes
CUST00785,Male,0,No,Yes,62,No,Fiber optic,Month-to-month,26.84,1664.08,Yes
CUST00786,Male,1,Yes,No,33,No,DSL,One year,64.75,2136.75,No
CUST00787,Female,0,Yes,Yes,9,No,DSL,Month-to-month,36.4,327.59999999999997,No
CUST00788,Female,0,No,No,6,No,Fiber optic,Two year,54.61,,No
CUST00789,Male,0,Yes,No,55,No,DSL,Month-to-month,102.0,5610.0,No
CUST00790,Female,0,Yes,No,36,No,No,Two year,58.4,2102.4,No
CUST00791,Female,0,No,No,28,Yes,DSL,Two year,80.99,,No
CUST00792,Male,0,No,No,11,No,DSL,One year,70.22,772.42,Yes
CUST00793,Female,0,No,Yes,16,No,Fiber optic,Month-to-month,91.85,1469.6,No
CUST00794,Male,0,No,No,47,No,No,One year,35.62,,No
CUST00795,Male,0,Yes,No,25,No,DSL,One year,112.04,2801.0,No
CUST00796,Male,0,Yes,Yes,11,Yes,DSL,One year,84.36,,No
CUST00797,Male,0,No,No,20,No,DSL,Two year,47.1,942.0,No
CUST00798,Male,0,Yes,No,41,No,DSL,Two year,32.33,1325.53,Yes
CUST00799,Male,0,Yes,Yes,60,Yes,DSL,Two year,34.97,,No
CUST00800,Male,0,No,Yes,57,No,DSL,Two year,98.27,5601.389999999999,No
CUST00801,Female,0,No,No,53,No,No,Month-to-month,78.81,4176.93,No
CUST00802,Male,0,Yes,Yes,33,No,No,Month-to-month,58.08,1916.6399999999999,No
CUST00803,Male,0,No,No,6,No,DSL,Two year,53.29,319.74,No
CUST00804,Female,1,No,Yes,34,No,DSL,Two year,105.58,3589.72,No
CUST00805,Female,0,No,No,14,No,Fiber optic,Month-to-month,107.48,1504.72,No
CUST00806,Female,0,Yes,No,64,No,No,One year,78.13,5000.32,No
CUST00807,Male,0,No,No,24,Yes,No,One year,72.45,1738.8000000000002,No
CUST00808,Female,0,Yes,Yes,58,Yes,DSL,Two year,101.64,5895.12,No
CUST00809,Male,0,Yes,No,5,No,No,One year,94.93,474.65000000000003,No
CUST00810,Male,0,Yes,Yes,51,Yes,No,Two year,60.03,3061.53,No
CUST00811,Male,1,No,No,20,No,Fiber optic,Two year,28.27,565.4,No
CUST00812,Male,0,No,No,70,Yes,Fiber optic,Two year,96.85,6779.5,Yes
CUST00813,Female,0,No,No,31,No,No,Month-to-month,36.87,1142.97,No
CUST00814,Female,1,No,No,52,Yes,No,One year,21.64,1125.28,No
CUST00815,Male,0,No,No,58,No,No,Month-to-month,104.33,6051.14,No
CUST00816,Male,0,Yes,Yes,68,Yes,DSL,One year,77.83,5292.44,No
CUST00817,Male,0,Yes,Yes,61,Yes,Fiber optic,Month-to-month,109.17,6659.37,No
CUST00818,Female,0,Yes,Yes,3,No,DSL,Month-to-month,68.46,205.38,No
CUST00819,Male,0,No,No,17,No,Fiber optic,Two year,112.65,1915.0500000000002,No
CUST00820,Male,1,Yes,No,55,Yes,Fiber optic,Two year,55.4,3047.0,No
CUST00821,Female,0,Yes,Yes,23,Yes,Fiber optic,Month-to-month,92.45,2126.35,No
CUST00822,Female,0,No,No,65,No,No,One year,50.1,3256.5,No
CUST00823,Male,0,No,No,12,Yes,Fiber optic,One year,20.12,241.44,Yes
CUST00824,Female,0,Yes,No,61,No,DSL,Two year,57.97,3536.17,Yes
CUST00825,Female,1,Yes,Yes,53,Yes,Fiber optic,Two year,93.78,4970.34,Yes
CUST00826,Male,0,No,Yes,14,Yes,DSL,One year,35.0,490.0,No
CUST00827,Female,0,No,Yes,68,No,Fiber optic,One year,70.48,4792.64,Yes
CUST00828,Male,0,No,Yes,2,No,Fiber optic,One year,41.23,82.46,No
CUST00829,Female,0,No,Yes,36,No,No,Two year,27.46,988.5600000000001,No
CUST00830,Male,0,Yes,No,36,Yes,DSL,One year,81.75,2943.0,No
CUST00831,Male,0,Yes,No,2,Yes,Fiber optic,Two year,115.2,230.4,No
CUST00832,Male,0,No,No,62,Yes,Fiber optic,Month-to-month,51.07,3166.34,No
CUST00833,Female,0,Yes,No,34,No,DSL,Month-to-month,78.06,2654.04,No
CUST00834,Male,0,Yes,Yes,51,Yes,Fiber optic,Month-to-month,115.36,5883.36,Yes
CUST00835,Female,0,No,Yes,27,Yes,No,One year,85.05,2296.35,No
CUST00836,Male,0,Yes,No,17,No,DSL,Two year,87.31,1484.27,No
CUST00837,Male,0,Yes,Yes,35,Yes,No,One year,37.89,1326.15,Yes
CUST00838,Female,0,Yes,No,32,Yes,DSL,Two year,69.26,2216.32,No
CUST00839,Male,0,No,No,63,No,DSL,One year,56.71,3572.73,No
CUST00840,Male,0,No,No,25,No,DSL,Month-to-month,67.1,1677.4999999999998,No
CUST00841,Female,0,Yes,No,47,No,Fiber optic,Two year,100.08,4703.76,No
CUST00842,Male,0,No,Yes,39,No,DSL,One year,66.07,2576.7299999999996,No
CUST00843,Male,0,No,No,16,No,DSL,Two year,26.29,420.64,No
CUST00844,Male,1,No,Yes,39,No,DSL,Two year,110.55,4311.45,No
CUST00845,Male,0,Yes,No,6,No,No,One year,74.48,446.88,No
CUST00846,Female,0,Yes,No,56,No,DSL,One year,112.45,6297.2,No
CUST00847,Female,0,No,No,7,No,Fiber optic,Two year,77.24,540.68,No
CUST00848,Male,0,Yes,No,55,Yes,DSL,Two year,26.96,1482.8,No
CUST00849,Female,0,Yes,Yes,30,No,DSL,Month-to-month,75.29,2258.7000000000003,Yes
CUST00850,Male,0,Yes,No,58,No,No,Two year,77.57,4499.0599999999995,No
CUST00851,Female,1,Yes,Yes,57,Yes,Fiber optic,Month-to-month,41.43,2361.5099999999998,No
CUST00852,Male,0,Yes,No,11,No,Fiber optic,Month-to-month,67.1,738.0999999999999,Yes
CUST00853,Male,1,No,No,47,Yes,Fiber optic,Month-to-month,65.94,,Yes
CUST00854,Male,0,Yes,No,30,Yes,DSL,Two year,82.29,2468.7000000000003,Yes
CUST00855,Male,0,Yes,Yes,62,No,DSL,Month-to-month,45.96,2849.52,No
CUST00856,Male,1,Yes,No,38,Yes,Fiber optic,Two year,78.17,2970.46,No
CUST00857,Male,0,No,No,19,No,Fiber optic,Two year,44.1,837.9,Yes
CUST00858,Female,0,No,No,47,No,No,One year,64.64,3038.08,No
CUST00859,Male,0,No,No,70,Yes,Fiber optic,Two year,32.27,2258.9,No
CUST00860,Female,0,Yes,No,53,Yes,DSL,Two year,23.73,1257.69,Yes
CUST00861,Male,0,No,Yes,70,Yes,DSL,Month-to-month,52.06,3644.2000000000003,Yes
CUST00862,Female,0,No,Yes,28,No,DSL,Two year,47.46,1328.88,No
CUST00863,Female,0,No,No,47,No,No,Two year,60.69,2852.43,Yes
CUST00864,Female,0,No,No,55,Yes,Fiber optic,One year,116.2,6391.0,Yes
CUST00865,Male,0,Yes,Yes,16,No,DSL,One year,72.22,,No
CUST00866,Male,0,No,No,8,No,No,Month-to-month,75.32,602.56,No
CUST00867,Female,0,No,Yes,33,Yes,No,Month-to-month,114.16,3767.2799999999997,No
CUST00868,Male,0,Yes,No,44,Yes,DSL,One year,112.11,,No
CUST00869,Female,0,Yes,No,8,Yes,No,One year,108.41,867.28,No
CUST00870,Male,0,No,Yes,6,Yes,No,Two year,29.8,178.8,Yes
CUST00871,Female,0,Yes,No,15,Yes,DSL,Month-to-month,83.43,1251.45,Yes
CUST00872,Female,0,No,Yes,18,Yes,No,Month-to-month,100.81,1814.58,No
CUST00873,Male,0,Yes,Yes,5,Yes,DSL,Two year,103.56,517.8,No
CUST00874,Female,0,Yes,Yes,10,Yes,DSL,Two year,77.79,777.9000000000001,No
CUST00875,Male,0,No,No,60,Yes,No,Month-to-month,21.75,1305.0,Yes
CUST00876,Female,0,Yes,Yes,41,Yes,DSL,One year,117.37,4812.17,Yes
CUST00877,Female,0,No,Yes,12,No,DSL,One year,67.22,806.64,Yes
CUST00878,Male,0,Yes,No,11,No,Fiber optic,Two year,59.36,652.96,No
CUST00879,Male,0,No,No,19,Yes,DSL,Month-to-month,59.49,,Yes
CUST00880,Male,0,Yes,No,49,No,Fiber optic,Two year,62.42,3058.58,No
CUST00881,Female,1,Yes,No,35,No,Fiber optic,One year,44.22,1547.7,No
CUST00882,Male,1,Yes,No,68,No,Fiber optic,One year,52.73,3585.64,Yes
CUST00883,Female,0,Yes,No,36,No,Fiber optic,Two year,118.54,4267.4400000000005,Yes
CUST00884,Female,0,Yes,Yes,11,No,No,One year,56.82,625.02,No
CUST00885,Male,0,No,No,39,No,No,Month-to-month,72.67,2834.13,Yes
CUST00886,Male,0,Yes,Yes,53,Yes,DSL,Two year,104.83,5555.99,Yes
CUST00887,Female,0,No,No,1,Yes,DSL,Two year,72.74,72.74,Yes
CUST00888,Female,0,No,Yes,49,No,DSL,Two year,52.45,2570.05,No
CUST00889,Male,0,No,Yes,40,No,No,One year,72.38,2895.2,No
CUST00890,Male,0,Yes,No,44,Yes,Fiber optic,Month-to-month,31.41,1382.04,Yes
CUST00891,Male,0,No,No,8,No,No,Two year,33.0,264.0,No
CUST00892,Male,0,Yes,Yes,61,No,No,Two year,89.41,5454.01,No
CUST00893,Male,0,No,No,46,No,DSL,One year,111.75,5140.5,No
CUST00894,Female,1,No,No,4,No,DSL,Month-to-month,92.57,370.28,Yes
CUST00895,Female,0,No,Yes,0,No,DSL,Two year,27.46,0.0,No
CUST00896,Female,0,No,Yes,43,Yes,Fiber optic,One year,60.29,,No
CUST00897,Female,0,No,Yes,21,Yes,Fiber optic,Two year,20.26,425.46000000000004,No
CUST00898,Male,0,Yes,No,37,No,No,One year,71.12,2631.44,No
CUST00899,Male,0,No,No,18,Yes,Fiber optic,Month-to-month,39.32,707.76,No
CUST00900,Male,0,No,No,30,No,DSL,One year,106.81,3204.3,No
CUST00901,Female,0,Yes,No,66,No,Fiber optic,Two year,30.43,2008.3799999999999,No
CUST00902,Female,0,Yes,Yes,41,No,Fiber optic,Two year,20.14,825.74,No
CUST00903,Male,0,Yes,No,25,No,Fiber optic,One year,65.11,1627.75,No
CUST00904,Male,0,No,Yes,12,No,Fiber optic,Month-to-month,35.54,426.48,Yes
CUST00905,Female,0,No,No,57,No,DSL,Month-to-month,93.8,5346.599999999999,Yes
CUST00906,Female,0,No,No,17,No,DSL,Two year,111.99,1903.83,No
CUST00907,Male,0,No,Yes,66,No,No,Two year,24.19,1596.5400000000002,No
CUST00908,Male,1,No,No,2,No,No,One year,59.56,119.12,No
CUST00909,Female,0,No,No,54,Yes,No,One year,119.68,6462.72,No
CUST00910,Male,0,Yes,Yes,57,No,Fiber optic,One year,93.27,5316.389999999999,Yes
CUST00911,Male,0,Yes,No,62,Yes,Fiber optic,Month-to-month,115.32,7149.839999999999,No
CUST00912,Male,0,No,Yes,51,Yes,DSL,Month-to-month,36.41,1856.9099999999999,No
CUST00913,Female,0,No,Yes,23,No,No,Two year,42.14,969.22,No
CUST00914,Female,0,No,Yes,71,Yes,DSL,Two year,35.48,2519.08,No
CUST00915,Female,1,No,Yes,8,No,No,Two year,50.24,401.92,No
CUST00916,Female,0,No,No,36,No,No,One year,92.44,3327.84,Yes
CUST00917,Female,0,Yes,No,52,No,No,Month-to-month,36.49,1897.48,Yes
CUST00918,Female,0,Yes,No,23,No,Fiber optic,Two year,72.42,1665.66,Yes
CUST00919,Female,0,No,Yes,20,Yes,No,Two year,46.92,938.4000000000001,No
CUST00920,Male,0,Yes,No,39,Yes,No,Two year,102.92,4013.88,Yes
CUST00921,Male,0,No,No,61,No,Fiber optic,Two year,20.66,1260.26,Yes
CUST00922,Male,0,No,No,69,Yes,No,Two year,42.31,2919.3900000000003,Yes
CUST00923,Male,0,No,No,68,Yes,Fiber optic,Two year,80.52,5475.36,No
CUST00924,Male,0,Yes,Yes,13,Yes,Fiber optic,Month-to-month,29.67,385.71000000000004,No
CUST00925,Male,1,Yes,Yes,41,No,DSL,Two year,66.63,2731.83,Yes
CUST00926,Male,0,No,No,49,Yes,Fiber optic,Month-to-month,63.62,3117.3799999999997,No
CUST00927,Female,1,Yes,Yes,60,Yes,Fiber optic,One year,105.25,6315.0,No
CUST00928,Female,0,Yes,No,3,Yes,Fiber optic,Month-to-month,82.54,247.62,No
CUST00929,Male,1,No,No,71,No,No,One year,83.97,5961.87,No
CUST00930,Male,0,Yes,No,16,Yes,DSL,Month-to-month,115.18,1842.88,Yes
CUST00931,Female,0,Yes,Yes,56,Yes,No,Month-to-month,118.24,6621.44,No
CUST00932,Male,1,No,No,47,No,Fiber optic,Two year,85.34,4010.98,No
CUST00933,Male,0,No,Yes,43,Yes,Fiber optic,Month-to-month,72.2,3104.6,No
CUST00934,Female,1,Yes,Yes,44,No,DSL,Month-to-month,80.79,3554.76,Yes
CUST00935,Male,0,No,No,32,No,DSL,Two year,58.24,1863.68,No
CUST00936,Female,0,Yes,Yes,30,No,Fiber optic,One year,118.75,3562.5,No
CUST00937,Male,0,No,Yes,46,No,Fiber optic,Two year,90.5,4163.0,Yes
CUST00938,Female,0,No,No,5,No,No,Two year,49.1,245.5,Yes
CUST00939,Female,0,No,Yes,71,No,Fiber optic,Two year,25.78,1830.38,No
CUST00940,Female,0,No,Yes,70,Yes,No,One year,24.47,1712.8999999999999,No
CUST00941,Male,0,Yes,No,33,No,DSL,Month-to-month,40.49,1336.17,No
CUST00942,Female,0,No,No,52,Yes,No,Month-to-month,43.29,2251.08,No
CUST00943,Male,0,No,Yes,13,Yes,Fiber optic,Two year,61.5,799.5,No
CUST00944,Male,0,No,No,15,No,No,Two year,41.48,622.1999999999999,Yes
CUST00945,Male,0,Yes,No,42,Yes,No,Month-to-month,83.09,3489.78,No
CUST00946,Male,0,Yes,Yes,11,Yes,DSL,Month-to-month,41.13,452.43,No
CUST00947,Female,0,No,Yes,69,Yes,No,Month-to-month,38.79,2676.5099999999998,No
CUST00948,Female,0,No,No,18,No,Fiber optic,One year,67.12,1208.16,Yes
CUST00949,Male,0,No,Yes,40,Yes,No,One year,108.87,4354.8,Yes
CUST00950,Male,0,No,No,52,Yes,No,Two year,66.83,3475.16,Yes
CUST00951,Female,1,No,No,28,No,No,One year,61.38,1718.64,No
CUST00952,Male,0,No,Yes,69,Yes,Fiber optic,Two year,77.81,5368.89,No
CUST00953,Female,0,Yes,Yes,58,Yes,No,Month-to-month,45.72,2651.7599999999998,No
CUST00954,Male,0,No,No,63,Yes,Fiber optic,Month-to-month,55.34,3486.42,No
CUST00955,Male,0,No,No,23,No,No,Two year,41.38,951.74,No
CUST00956,Female,0,No,No,15,Yes,DSL,Month-to-month,77.18,1157.7,No
CUST00957,Male,0,No,No,51,Yes,DSL,Two year,89.74,4576.74,No
CUST00958,Female,0,No,Yes,5,No,DSL,Two year,87.37,436.85,Yes
CUST00959,Male,0,No,No,36,No,Fiber optic,Two year,45.48,1637.28,Yes
CUST00960,Male,1,Yes,Yes,3,No,Fiber optic,One year,97.96,293.88,No
CUST00961,Male,1,Yes,Yes,37,Yes,Fiber optic,Two year,45.6,1687.2,No
CUST00962,Female,0,Yes,No,40,No,No,Two year,35.03,1401.2,No
CUST00963,Male,0,Yes,Yes,13,No,Fiber optic,Two year,54.98,714.74,No
CUST00964,Male,0,Yes,Yes,70,No,Fiber optic,One year,79.77,5583.9,No
CUST00965,Male,0,Yes,No,50,Yes,Fiber optic,Month-to-month,34.2,1710.0000000000002,No
CUST00966,Male,0,No,Yes,64,No,Fiber optic,One year,84.81,5427.84,Yes
CUST00967,Female,0,No,Yes,51,No,DSL,Two year,106.31,5421.81,No
CUST00968,Female,0,No,No,29,No,No,One year,49.31,1429.99,No
CUST00969,Male,0,No,No,56,No,DSL,Month-to-month,65.02,3641.12,No
CUST00970,Female,0,No,No,29,No,No,Month-to-month,42.83,1242.07,No
CUST00971,Male,1,No,No,41,Yes,No,Two year,56.13,2301.33,No
CUST00972,Male,1,Yes,No,10,Yes,DSL,Month-to-month,22.2,222.0,No
CUST00973,Male,0,No,No,26,No,Fiber optic,One year,115.38,2999.88,No
CUST00974,Female,0,Yes,No,23,No,DSL,One year,61.59,1416.5700000000002,No
CUST00975,Female,1,Yes,Yes,38,No,No,Month-to-month,98.89,3757.82,No
CUST00976,Female,0,No,Yes,71,Yes,No,Two year,34.26,2432.46,No
CUST00977,Female,0,No,No,17,Yes,Fiber optic,Two year,101.24,1721.08,No
CUST00978,Female,0,No,Yes,44,Yes,DSL,One year,106.01,4664.4400000000005,No
CUST00979,Female,0,No,Yes,11,Yes,No,Month-to-month,91.55,1007.05,No
CUST00980,Female,0,No,No,48,No,DSL,One year,110.32,5295.36,No
CUST00981,Female,1,No,Yes,30,No,Fiber optic,One year,36.72,1101.6,Yes
CUST00982,Female,1,No,No,21,No,Fiber optic,One year,67.65,1420.65,No
CUST00983,Male,0,Yes,Yes,43,No,No,Two year,82.01,3526.4300000000003,No
CUST00984,Female,0,No,No,63,Yes,Fiber optic,Month-to-month,79.62,5016.06,No
CUST00985,Female,1,No,Yes,24,No,No,Month-to-month,106.1,2546.3999999999996,No
CUST00986,Female,0,Yes,Yes,50,Yes,No,Two year,41.57,2078.5,No
CUST00987,Female,1,No,Yes,6,Yes,Fiber optic,One year,37.56,225.36,No
CUST00988,Female,0,No,No,5,No,Fiber optic,One year,45.34,226.70000000000002,No
CUST00989,Female,0,Yes,Yes,23,Yes,DSL,Two year,109.16,2510.68,No
CUST00990,Female,0,No,Yes,18,Yes,DSL,Month-to-month,114.1,2053.7999999999997,No
CUST00991,Female,0,No,No,8,No,No,Two year,76.96,615.68,No
CUST00992,Female,0,No,No,35,Yes,DSL,Month-to-month,70.14,2454.9,No
CUST00993,Female,0,No,Yes,39,Yes,No,Month-to-month,80.54,3141.0600000000004,No
CUST00994,Female,0,No,Yes,23,No,Fiber optic,Month-to-month,81.63,1877.4899999999998,No
CUST00995,Male,0,No,Yes,47,Yes,Fiber optic,One year,37.03,1740.41,Yes
CUST00996,Male,0,Yes,Yes,62,Yes,DSL,One year,88.64,5495.68,Yes
CUST00997,Female,1,No,No,68,No,No,Two year,65.24,4436.32,No
CUST00998,Female,1,No,Yes,52,Yes,No,Two year,71.74,3730.4799999999996,No
CUST00999,Male,0,Yes,Yes,53,No,DSL,One year,23.03,1220.5900000000001,No
CUST01000,Female,0,Yes,No,41,Yes,No,Two year,96.46,3954.8599999999997,No
CUST01001,Male,0,No,Yes,44,Yes,No,One year,103.54,4555.76,No
CUST01002,Male,0,Yes,Yes,13,No,Fiber optic,One year,81.94,1065.22,No
CUST01003,Male,1,No,Yes,28,No,No,Month-to-month,94.87,2656.36,No
CUST01004,Male,0,No,No,5,Yes,No,Month-to-month,72.27,361.34999999999997,No
CUST01005,Male,0,Yes,No,6,No,No,One year,81.84,,No
CUST01006,Female,1,No,Yes,36,Yes,DSL,Month-to-month,59.46,2140.56,Yes
CUST01007,Male,0,No,Yes,52,No,DSL,One year,99.19,5157.88,No
CUST01008,Female,0,Yes,No,17,Yes,DSL,Month-to-month,66.83,1136.11,Yes
CUST01009,Female,1,Yes,Yes,37,Yes,No,Two year,88.02,3256.74,No
CUST01010,Male,0,Yes,Yes,58,Yes,No,Two year,82.14,4764.12,Yes
CUST01011,Male,1,Yes,No,0,Yes,DSL,One year,90.23,0.0,No
CUST01012,Female,0,No,No,67,Yes,DSL,One year,98.52,6600.84,Yes
