customerID,TransactionDate,Amount,PaymentMethod
CUST01055,2023-09-11,81.74,Electronic Check
CUST01509,2023-03-09,26.68,Electronic Check
CUST02648,2023-02-22,388.02,Mailed Check
CUST02987,2023-09-02,19.68,Mailed Check
CUST02578,2023-02-09,53.5,Electronic Check
CUST01026,2023-12-08,19.88,Credit Card
CUST00377,2023-12-17,7.13,Electronic Check
CUST00571,2023-05-18,50.3,Credit Card
CUST01954,2023-09-23,26.16,Bank Transfer
CUST01564,2023-05-18,52.51,Electronic Check
CUST00586,2023-10-19,49.08,Bank Transfer
CUST01618,2023-07-29,46.89,Electronic Check
CUST00356,2023-06-21,7.9,Bank Transfer
CUST00684,2023-07-04,34.81,Credit Card
CUST01946,2023-10-26,100.28,Bank Transfer
CUST02905,2023-08-28,22.71,Bank Transfer
CUST00658,2023-07-30,35.2,Mailed Check
CUST01296,2023-12-29,40.85,Electronic Check
CUST01525,2023-05-31,119.15,Electronic Check
CUST02082,2023-05-04,63.96,Electronic Check
CUST02508,2023-02-18,6.34,Electronic Check
CUST02765,2023-05-04,120.22,Mailed Check
CUST01693,2023-03-09,107.05,Credit Card
CUST01657,2023-12-24,84.06,Bank Transfer
CUST00511,2023-08-19,37.65,Bank Transfer
CUST01071,2023-12-12,85.02,Credit Card
CUST02538,2023-01-09,39.09,Bank Transfer
CUST02320,2023-09-23,80.05,Mailed Check
CUST01636,2023-05-05,127.27,Electronic Check
CUST01012,2023-11-17,132.73,Electronic Check
CUST02574,2023-04-22,36.37,Mailed Check
CUST01151,2023-11-24,117.69,Electronic Check
CUST00209,2023-11-26,6.42,Bank Transfer
CUST00623,2023-02-23,6.44,Credit Card
CUST01805,2023-03-30,47.68,Credit Card
CUST01165,2023-04-05,63.31,Bank Transfer
CUST00172,2023-12-25,9.96,Credit Card
CUST01888,2023-09-07,38.34,Credit Card
CUST00446,2023-11-13,5.95,Electronic Check
CUST00010,2023-06-15,55.29,Bank Transfer
CUST00760,2023-08-15,115.9,Mailed Check
CUST01327,2023-05-16,80.28,Credit Card
CUST01783,2023-03-06,28.52,Bank Transfer
CUST01177,2023-01-05,304.93,Mailed Check
CUST02370,2023-04-30,65.25,Mailed Check
CUST00976,2023-08-07,101.32,Electronic Check
CUST02492,2023-12-31,66.46,Electronic Check
CUST02389,2023-02-12,272.91,Credit Card
CUST02268,2023-07-07,103.34,Bank Transfer
CUST02157,2023-01-26,43.97,Bank Transfer
CUST02457,2023-09-24,27.43,Electronic Check
CUST02552,2023-06-11,68.77,Electronic Check
CUST01800,2023-08-21,53.53,Electronic Check
CUST00039,2023-05-10,59.55,Credit Card
CUST01482,2023-01-21,25.21,Bank Transfer
CUST02310,2023-05-08,33.59,Credit Card
CUST02755,2023-03-17,49.0,Bank Transfer
CUST01849,2023-03-14,109.69,Electronic Check
CUST00822,2023-08-21,86.36,Credit Card
CUST00460,2023-12-09,7.58,Mailed Check
CUST01141,2023-04-16,16.91,Credit Card
CUST00216,2023-01-09,1.62,Credit Card
CUST01740,2023-04-29,0.48,Mailed Check
CUST02124,2023-02-19,15.25,Mailed Check
CUST01444,2023-01-10,96.36,Electronic Check
CUST02939,2023-04-23,141.07,Mailed Check
CUST01195,2023-09-23,29.83,Mailed Check
CUST02437,2023-03-19,49.7,Credit Card
CUST01151,2023-02-05,73.46,Credit Card
CUST00373,2023-07-21,183.38,Electronic Check
CUST00653,2023-11-08,146.46,Mailed Check
CUST00903,2023-04-28,3.53,Bank Transfer
CUST00743,2023-07-09,17.11,Credit Card
CUST02470,2023-08-30,3.02,Electronic Check
CUST00852,2023-10-20,57.51,Credit Card
CUST01770,2023-06-18,74.37,Credit Card
CUST00830,2023-08-18,22.11,Bank Transfer
CUST01561,2023-02-17,115.39,Electronic Check
CUST00972,2023-05-30,36.18,Bank Transfer
CUST02676,2023-12-09,385.58,Bank Transfer
CUST02617,2023-07-27,0.02,Electronic Check
CUST01293,2023-03-02,6.96,Mailed Check
CUST01352,2023-11-27,21.55,Bank Transfer
CUST01318,2023-04-27,1.55,Mailed Check
CUST00121,2023-08-27,91.49,Credit Card
CUST00158,2023-12-21,3.25,Electronic Check
CUST00306,2023-02-17,82.93,Electronic Check
CUST01112,2023-09-02,3.24,Credit Card
CUST00750,2023-10-20,17.48,Credit Card
CUST01061,2023-01-05,110.44,Credit Card
CUST01896,2023-04-10,181.07,Bank Transfer
CUST00590,2023-07-24,32.12,Bank Transfer
CUST01880,2023-06-29,210.27,Bank Transfer
CUST00345,2023-01-17,59.15,Bank Transfer
CUST00148,2023-03-31,32.25,Bank Transfer
CUST01039,2023-04-18,97.41,Mailed Check
CUST01390,2023-07-09,21.0,Mailed Check
CUST02882,2023-06-29,18.54,Bank Transfer
CUST00780,2023-09-06,64.12,Electronic Check
CUST00117,2023-09-08,29.71,Electronic Check
CUST00703,2023-01-20,8.77,Mailed Check
CUST02364,2023-12-25,4.16,Mailed Check
CUST00287,2023-04-07,93.03,Electronic Check
CUST02955,2023-08-10,67.6,Electronic Check
CUST01374,2023-05-24,31.84,Electronic Check
CUST02344,2023-01-07,135.93,Mailed Check
CUST02024,2023-12-16,31.75,Mailed Check
CUST00442,2023-11-18,74.33,Electronic Check
CUST00900,2023-09-25,143.89,Mailed Check
CUST00300,2023-10-23,110.22,Bank Transfer
CUST02945,2023-01-01,42.94,Electronic Check
CUST02473,2023-02-27,68.49,Credit Card
CUST00249,2023-09-21,32.03,Electronic Check
CUST01957,2023-03-31,62.51,Mailed Check
CUST01766,2023-03-16,17.87,Credit Card
CUST01538,2023-12-07,34.23,Credit Card
CUST00685,2023-09-18,14.11,Electronic Check
CUST02799,2023-10-09,2.34,Bank Transfer
CUST00997,2023-12-07,53.28,Bank Transfer
CUST00405,2023-11-25,119.9,Mailed Check
CUST02848,2023-12-23,1.55,Credit Card
CUST00243,2023-08-31,13.09,Bank Transfer
CUST02414,2023-11-18,36.99,Mailed Check
CUST02167,2023-04-29,65.78,Credit Card
CUST02897,2023-02-16,11.27,Mailed Check
CUST01605,2023-06-17,3.5,Bank Transfer
CUST00432,2023-12-14,43.92,Mailed Check
CUST00182,2023-01-27,102.46,Mailed Check
CUST01484,2023-10-23,2.15,Bank Transfer
CUST02806,2023-01-01,25.79,Bank Transfer
CUST01141,2023-06-23,65.35,Mailed Check
CUST00030,2023-06-16,8.41,Bank Transfer
CUST01172,2023-01-18,16.15,Electronic Check
CUST02575,2023-04-01,46.01,Electronic Check
CUST01296,2023-10-30,183.75,Electronic Check
CUST02911,2023-07-21,20.33,Credit Card
CUST01903,2023-01-21,40.11,Electronic Check
CUST00101,2023-06-05,30.64,Electronic Check
CUST01095,2023-01-14,136.61,Electronic Check
CUST01728,2023-01-20,4.48,Bank Transfer
CUST02670,2023-09-01,50.1,Bank Transfer
CUST02852,2023-06-22,112.29,Bank Transfer
CUST02455,2023-05-02,265.96,Bank Transfer
CUST01390,2023-07-03,71.98,Bank Transfer
CUST00829,2023-11-04,28.68,Electronic Check
CUST02836,2023-03-09,31.84,Electronic Check
CUST00617,2023-10-20,26.0,Bank Transfer
CUST02596,2023-12-04,55.52,Mailed Check
CUST00290,2023-06-08,80.69,Bank Transfer
CUST02469,2023-02-18,102.71,Electronic Check
CUST00180,2023-06-30,32.33,Electronic Check
CUST02702,2023-10-22,75.68,Bank Transfer
CUST02161,2023-12-14,148.78,Credit Card
CUST01261,2023-05-21,152.17,Mailed Check
CUST00259,2023-01-18,73.05,Bank Transfer
CUST02291,2023-05-20,60.78,Electronic Check
CUST02470,2023-03-13,45.5,Mailed Check
CUST00334,2023-08-30,12.14,Credit Card
CUST01046,2023-09-18,7.92,Mailed Check
CUST01896,2023-09-20,39.9,Bank Transfer
CUST00270,2023-05-23,10.42,Electronic Check
CUST02501,2023-07-14,51.62,Electronic Check
CUST01407,2023-05-26,62.26,Electronic Check
CUST02641,2023-10-21,44.74,Mailed Check
CUST01400,2023-01-26,2.23,Bank Transfer
CUST01009,2023-02-28,3.57,Bank Transfer
CUST01461,2023-02-21,7.22,Mailed Check
CUST02903,2023-05-29,10.01,Mailed Check
CUST01604,2023-04-17,275.61,Credit Card
CUST00131,2023-11-14,25.34,Electronic Check
CUST02815,2023-02-28,20.72,Mailed Check
CUST01744,2023-09-15,3.22,Electronic Check
CUST02548,2023-10-08,60.52,Credit Card
CUST01545,2023-01-19,63.37,Bank Transfer
CUST00134,2023-06-15,11.57,Electronic Check
CUST00766,2023-01-25,150.98,Mailed Check
CUST02859,2023-01-04,96.71,Mailed Check
CUST00769,2023-01-03,15.71,Credit Card
CUST02141,2023-12-28,39.91,Electronic Check
CUST01907,2023-01-27,36.79,Bank Transfer
CUST01264,2023-12-12,25.71,Bank Transfer
CUST01772,2023-08-07,102.1,Mailed Check
CUST00164,2023-02-13,6.94,Credit Card
CUST00324,2023-07-31,32.2,Mailed Check
CUST02987,2023-02-21,33.52,Mailed Check
CUST00619,2023-06-02,37.95,Mailed Check
CUST00230,2023-07-21,118.55,Mailed Check
CUST02629,2023-11-17,14.77,Credit Card
CUST02780,2023-01-11,6.52,Mailed Check
CUST01202,2023-03-09,57.71,Electronic Check
CUST01377,2023-08-15,11.46,Mailed Check
CUST02718,2023-05-01,4.67,Mailed Check
CUST01891,2023-11-29,33.38,Bank Transfer
CUST00402,2023-01-15,14.88,Bank Transfer
CUST02168,2023-02-26,26.89,Credit Card
CUST02774,2023-11-26,18.04,Credit Card
CUST00384,2023-03-05,5.83,Electronic Check
CUST01763,2023-08-18,49.31,Mailed Check
CUST01448,2023-01-11,1.64,Bank Transfer
CUST02523,2023-05-01,203.55,Electronic Check
CUST02607,2023-08-12,25.05,Electronic Check
CUST01190,2023-08-13,71.28,Credit Card
CUST00388,2023-05-05,99.76,Bank Transfer
CUST01546,2023-05-28,19.64,Mailed Check
CUST01773,2023-08-16,82.88,Credit Card
CUST00789,2023-01-30,107.18,Electronic Check
CUST02800,2023-01-10,16.57,Electronic Check
CUST01494,2023-02-23,293.53,Bank Transfer
CUST02751,2023-07-05,1.25,Bank Transfer
CUST01547,2023-07-26,14.68,Mailed Check
CUST02100,2023-09-12,90.85,Bank Transfer
CUST02614,2023-06-06,12.95,Bank Transfer
CUST00820,2023-05-09,71.89,Credit Card
CUST01044,2023-02-27,116.08,Credit Card
CUST01042,2023-07-14,191.97,Mailed Check
CUST01879,2023-03-17,38.58,Credit Card
CUST00861,2023-03-30,212.65,Mailed Check
CUST01479,2023-12-20,31.82,Credit Card
CUST02369,2023-03-22,14.76,Electronic Check
CUST02874,2023-07-05,43.28,Credit Card
CUST02480,2023-11-22,62.96,Mailed Check
CUST01794,2023-09-25,36.75,Credit Card
CUST01463,2023-03-20,50.22,Bank Transfer
CUST01907,2023-05-25,32.31,Electronic Check
CUST02105,2023-05-09,44.64,Credit Card
CUST00750,2023-01-14,182.94,Electronic Check
CUST01316,2023-04-29,41.57,Electronic Check
CUST00181,2023-01-02,17.52,Electronic Check
CUST01904,2023-01-04,85.31,Electronic Check
CUST02654,2023-09-01,24.71,Bank Transfer
CUST00960,2023-03-07,101.64,Bank Transfer
CUST00104,2023-09-03,3.51,Mailed Check
CUST01284,2023-03-31,24.22,Mailed Check
CUST02654,2023-06-27,5.95,Mailed Check
CUST00989,2023-03-01,5.35,Mailed Check
CUST00483,2023-08-20,64.45,Electronic Check
CUST01725,2023-12-19,29.2,Electronic Check
CUST02176,2023-06-25,123.1,Electronic Check
CUST02366,2023-06-16,43.59,Bank Transfer
CUST00706,2023-07-17,21.0,Bank Transfer
CUST02556,2023-03-01,76.57,Electronic Check
CUST00019,2023-03-24,58.69,Electronic Check
CUST00751,2023-03-15,96.44,Electronic Check
CUST00234,2023-11-07,61.9,Electronic Check
CUST01620,2023-01-26,10.96,Bank Transfer
CUST00605,2023-08-31,66.58,Credit Card
CUST00553,2023-11-19,29.81,Mailed Check
CUST01899,2023-04-26,37.32,Mailed Check
CUST02500,2023-11-19,152.73,Credit Card
CUST00585,2023-06-29,26.77,Bank Transfer
CUST00983,2023-09-19,56.8,Bank Transfer
CUST01650,2023-04-24,27.1,Credit Card
CUST00422,2023-09-23,5.97,Mailed Check
CUST02053,2023-02-07,36.26,Mailed Check
CUST00457,2023-03-18,54.54,Credit Card
CUST01914,2023-04-12,31.4,Credit Card
CUST02601,2023-01-12,29.72,Electronic Check
CUST02569,2023-10-29,103.01,Credit Card
CUST00845,2023-02-18,1.81,Credit Card
CUST00550,2023-09-11,21.02,Mailed Check
CUST01420,2023-12-13,100.2,Electronic Check
CUST01994,2023-09-06,151.94,Electronic Check
CUST02058,2023-03-13,31.89,Mailed Check
CUST01645,2023-07-16,131.78,Mailed Check
CUST00496,2023-09-10,13.31,Bank Transfer
CUST02792,2023-12-24,15.02,Electronic Check
CUST02536,2023-10-26,112.32,Credit Card
CUST02783,2023-08-10,140.14,Electronic Check
CUST02505,2023-03-01,15.12,Bank Transfer
CUST02511,2023-12-23,3.67,Credit Card
CUST02090,2023-06-06,5.68,Bank Transfer
CUST00538,2023-12-08,18.18,Mailed Check
CUST00567,2023-07-21,85.99,Bank Transfer
CUST00120,2023-09-24,42.8,Mailed Check
CUST02672,2023-02-04,36.48,Bank Transfer
CUST00315,2023-09-12,52.64,Mailed Check
CUST01138,2023-01-23,132.56,Electronic Check
CUST00620,2023-06-14,5.69,Mailed Check
CUST00453,2023-01-28,71.19,Electronic Check
CUST02734,2023-12-17,156.87,Mailed Check
CUST02671,2023-11-10,14.4,Bank Transfer
CUST00611,2023-02-22,109.13,Bank Transfer
CUST01543,2023-10-11,71.84,Bank Transfer
CUST00958,2023-10-25,0.87,Mailed Check
CUST02008,2023-03-26,15.81,Mailed Check
CUST00646,2023-12-15,55.86,Bank Transfer
CUST00762,2023-05-04,41.88,Electronic Check
CUST01360,2023-07-26,45.04,Mailed Check
CUST00239,2023-06-14,15.83,Electronic Check
CUST02781,2023-02-16,67.44,Mailed Check
CUST01409,2023-06-05,18.59,Bank Transfer
CUST01168,2023-09-23,29.6,Electronic Check
CUST02424,2023-10-06,27.62,Credit Card
CUST02051,2023-01-05,66.89,Mailed Check
CUST02841,2023-03-23,5.68,Electronic Check
CUST02893,2023-04-29,13.81,Bank Transfer
CUST00196,2023-09-19,13.43,Electronic Check
CUST02436,2023-05-05,6.89,Credit Card
CUST00260,2023-10-30,13.96,Credit Card
CUST02650,2023-08-03,56.05,Electronic Check
CUST01794,2023-01-28,79.04,Credit Card
CUST01957,2023-09-26,64.78,Mailed Check
CUST00093,2023-01-25,38.68,Credit Card
CUST01280,2023-01-07,3.23,Electronic Check
CUST00135,2023-07-13,191.66,Electronic Check
CUST02572,2023-03-21,11.04,Mailed Check
CUST02003,2023-11-18,66.23,Mailed Check
CUST02545,2023-02-05,146.44,Electronic Check
CUST01201,2023-09-15,71.8,Bank Transfer
CUST02159,2023-04-23,14.76,Mailed Check
CUST01287,2023-10-21,22.77,Bank Transfer
CUST00368,2023-07-21,1.84,Credit Card
CUST00935,2023-01-14,56.92,Credit Card
CUST00767,2023-06-04,56.96,Mailed Check
CUST02633,2023-03-26,77.57,Mailed Check
CUST00672,2023-05-20,0.66,Electronic Check
CUST00510,2023-04-07,102.17,Credit Card
CUST00712,2023-07-04,80.53,Mailed Check
CUST00819,2023-12-08,9.11,Electronic Check
CUST02424,2023-12-24,25.63,Bank Transfer
CUST00544,2023-07-08,61.05,Electronic Check
CUST02120,2023-03-23,41.09,Credit Card
CUST00503,2023-10-27,7.34,Electronic Check
CUST00804,2023-06-29,5.48,Electronic Check
CUST00709,2023-12-15,91.25,Mailed Check
CUST02372,2023-04-15,10.17,Electronic Check
CUST00387,2023-07-29,11.33,Credit Card
CUST02875,2023-11-25,106.64,Electronic Check
CUST00239,2023-09-06,56.83,Electronic Check
CUST01097,2023-03-13,55.69,Credit Card
CUST02078,2023-06-10,39.16,Bank Transfer
CUST02526,2023-05-13,50.5,Bank Transfer
CUST02764,2023-08-28,55.24,Credit Card
CUST01339,2023-03-19,206.2,Bank Transfer
CUST00067,2023-02-27,15.14,Electronic Check
CUST02585,2023-05-05,14.49,Mailed Check
CUST01943,2023-01-11,3.54,Credit Card
CUST01719,2023-01-27,64.41,Electronic Check
CUST01672,2023-07-26,47.78,Mailed Check
CUST00290,2023-08-10,7.08,Electronic Check
CUST00974,2023-11-08,27.2,Credit Card
CUST02071,2023-09-07,11.81,Electronic Check
CUST00414,2023-11-11,24.16,Credit Card
CUST00850,2023-07-27,181.28,Electronic Check
CUST02728,2023-04-19,68.99,Mailed Check
CUST02148,2023-10-23,0.46,Mailed Check
CUST00545,2023-03-02,17.46,Mailed Check
CUST02086,2023-05-02,0.62,Bank Transfer
CUST02258,2023-08-27,75.29,Electronic Check
CUST00741,2023-04-16,38.03,Electronic Check
CUST01814,2023-10-06,307.15,Mailed Check
CUST00591,2023-02-05,79.36,Credit Card
CUST00749,2023-02-07,43.78,Bank Transfer
CUST02219,2023-03-13,97.99,Electronic Check
CUST00837,2023-02-25,73.21,Electronic Check
CUST02489,2023-06-16,16.77,Bank Transfer
CUST00533,2023-08-09,45.33,Bank Transfer
CUST00364,2023-03-17,48.72,Mailed Check
CUST00366,2023-07-29,36.0,Bank Transfer
CUST01773,2023-07-30,11.85,Mailed Check
CUST02343,2023-08-16,15.17,Bank Transfer
CUST02653,2023-08-13,19.8,Bank Transfer
CUST02803,2023-09-11,0.62,Electronic Check
CUST02570,2023-06-05,149.29,Mailed Check
CUST01652,2023-12-29,69.52,Bank Transfer
CUST00264,2023-05-29,70.2,Bank Transfer
CUST01061,2023-11-14,50.96,Electronic Check
CUST02034,2023-10-06,70.14,Credit Card
CUST00381,2023-08-19,240.59,Electronic Check
CUST01166,2023-07-09,29.18,Mailed Check
CUST02478,2023-08-13,74.8,Credit Card
CUST00388,2023-03-06,26.73,Bank Transfer
CUST02101,2023-04-18,115.57,Mailed Check
CUST02071,2023-03-21,117.13,Credit Card
CUST00394,2023-05-13,139.53,Mailed Check
CUST02680,2023-06-23,0.33,Electronic Check
CUST02166,2023-03-05,21.25,Credit Card
CUST00982,2023-07-29,8.63,Credit Card
CUST02239,2023-10-24,36.31,Credit Card
CUST01962,2023-04-08,41.05,Bank Transfer
CUST02534,2023-06-21,17.74,Electronic Check
CUST02680,2023-03-30,77.12,Credit Card
CUST00720,2023-12-28,18.86,Mailed Check
CUST02431,2023-08-14,115.4,Bank Transfer
CUST02859,2023-05-23,11.74,Electronic Check
CUST02393,2023-07-15,27.46,Electronic Check
CUST00472,2023-06-28,58.41,Electronic Check
CUST02723,2023-02-23,55.78,Electronic Check
CUST01803,2023-07-15,4.87,Bank Transfer
CUST01975,2023-08-05,112.35,Electronic Check
CUST02050,2023-11-29,54.69,Mailed Check
CUST00924,2023-10-25,122.35,Mailed Check
CUST00875,2023-01-25,121.33,Mailed Check
CUST00972,2023-03-08,47.37,Credit Card
CUST00378,2023-06-12,145.0,Electronic Check
CUST01321,2023-04-22,113.19,Mailed Check
CUST02185,2023-11-25,190.38,Electronic Check
CUST00124,2023-07-25,114.03,Bank Transfer
CUST02981,2023-05-17,103.29,Mailed Check
CUST01425,2023-10-06,38.02,Credit Card
CUST00479,2023-06-14,14.3,Credit Card
CUST02617,2023-09-28,144.95,Bank Transfer
CUST01385,2023-08-16,76.93,Mailed Check
CUST02113,2023-05-07,19.86,Bank Transfer
CUST02899,2023-09-27,25.02,Credit Card
CUST00431,2023-11-04,69.52,Credit Card
CUST01958,2023-09-05,38.98,Electronic Check
CUST01112,2023-12-06,5.1,Bank Transfer
CUST00600,2023-02-05,9.15,Credit Card
CUST00855,2023-06-04,82.14,Mailed Check
CUST02053,2023-05-25,23.9,Mailed Check
CUST00157,2023-09-17,42.51,Credit Card
CUST02377,2023-01-19,87.31,Bank Transfer
CUST01126,2023-02-27,83.46,Bank Transfer
CUST00222,2023-09-20,10.96,Mailed Check
CUST02449,2023-02-05,6.21,Credit Card
CUST01706,2023-07-30,53.66,Mailed Check
CUST00544,2023-11-28,81.2,Bank Transfer
CUST02556,2023-05-28,9.68,Credit Card
CUST02231,2023-04-12,27.91,Mailed Check
CUST02962,2023-03-17,122.54,Credit Card
CUST02628,2023-03-09,173.18,Electronic Check
CUST00537,2023-03-07,36.32,Mailed Check
CUST01436,2023-10-30,4.97,Mailed Check
CUST02565,2023-08-10,17.88,Electronic Check
CUST02815,2023-05-31,15.91,Bank Transfer
CUST02342,2023-10-01,16.38,Mailed Check
CUST00259,2023-10-05,40.86,Mailed Check
CUST00825,2023-03-09,52.51,Bank Transfer
CUST00315,2023-08-23,7.84,Credit Card
CUST00745,2023-07-22,132.09,Electronic Check
CUST00718,2023-08-21,58.05,Bank Transfer
CUST01100,2023-06-12,54.57,Credit Card
CUST02727,2023-04-08,261.87,Electronic Check
CUST02901,2023-01-09,59.35,Credit Card
CUST00460,2023-09-06,158.67,Mailed Check
CUST02854,2023-08-15,20.23,Electronic Check
CUST01104,2023-08-29,16.48,Credit Card
CUST01702,2023-03-16,43.6,Electronic Check
CUST02840,2023-01-17,42.63,Credit Card
CUST02977,2023-02-20,15.41,Credit Card
CUST01406,2023-08-16,72.17,Mailed Check
CUST02196,2023-07-13,1.8,Bank Transfer
CUST02815,2023-10-07,70.39,Electronic Check
CUST02392,2023-08-26,36.66,Mailed Check
CUST01813,2023-09-28,70.08,Electronic Check
CUST01814,2023-06-06,38.9,Bank Transfer
CUST01741,2023-09-11,227.21,Mailed Check
CUST00973,2023-11-04,24.45,Bank Transfer
CUST00921,2023-11-06,242.98,Mailed Check
CUST00029,2023-11-10,4.03,Mailed Check
CUST02777,2023-10-28,69.08,Mailed Check
CUST00981,2023-04-28,36.33,Mailed Check
CUST00230,2023-11-29,103.6,Credit Card
CUST01185,2023-02-19,93.53,Electronic Check
CUST02776,2023-10-05,96.63,Credit Card
CUST01251,2023-02-21,5.97,Credit Card
CUST01244,2023-06-30,103.68,Credit Card
CUST02793,2023-01-31,14.45,Mailed Check
CUST01096,2023-11-23,1.56,Mailed Check
CUST00398,2023-09-03,14.73,Bank Transfer
CUST00094,2023-03-31,39.15,Electronic Check
CUST01963,2023-01-31,81.31,Bank Transfer
CUST00474,2023-04-12,14.8,Bank Transfer
CUST01929,2023-08-18,7.2,Electronic Check
CUST01778,2023-04-07,62.3,Electronic Check
CUST00774,2023-03-08,247.73,Bank Transfer
CUST01147,2023-07-11,55.11,Bank Transfer
CUST02847,2023-07-30,70.48,Bank Transfer
CUST01523,2023-05-17,49.42,Mailed Check
CUST02991,2023-12-05,91.49,Electronic Check
CUST00620,2023-07-03,223.3,Electronic Check
CUST02907,2023-02-25,47.13,Credit Card
CUST00963,2023-09-07,32.35,Mailed Check
CUST02860,2023-10-09,118.11,Mailed Check
CUST02142,2023-03-01,209.85,Electronic Check
CUST01500,2023-05-08,8.3,Mailed Check
CUST02080,2023-07-24,51.79,Bank Transfer
CUST01326,2023-08-02,94.35,Electronic Check
CUST00121,2023-05-07,45.73,Electronic Check
CUST00217,2023-03-13,31.58,Mailed Check
CUST01076,2023-08-04,63.89,Electronic Check
CUST01182,2023-03-31,18.89,Mailed Check
CUST01694,2023-11-10,25.77,Mailed Check
CUST00794,2023-08-21,291.81,Mailed Check
CUST01624,2023-08-21,60.71,Bank Transfer
CUST00175,2023-03-04,123.78,Mailed Check
CUST00291,2023-09-04,98.94,Mailed Check
CUST00490,2023-05-15,63.38,Credit Card
CUST02808,2023-01-02,110.23,Credit Card
CUST00633,2023-06-10,20.31,Bank Transfer
CUST01260,2023-05-20,60.82,Bank Transfer
CUST02172,2023-10-31,53.58,Mailed Check
CUST01890,2023-11-05,58.44,Credit Card
CUST00603,2023-07-21,11.08,Bank Transfer
CUST02985,2023-05-05,19.48,Electronic Check
CUST01128,2023-12-13,20.27,Electronic Check
CUST01065,2023-03-23,55.27,Mailed Check
CUST01664,2023-11-20,215.72,Credit Card
CUST01483,2023-06-13,184.84,Electronic Check
CUST00490,2023-12-16,15.46,Credit Card
CUST00564,2023-08-28,21.82,Bank Transfer
CUST00167,2023-08-01,2.2,Credit Card
CUST00758,2023-05-29,30.53,Mailed Check
CUST01197,2023-03-13,107.99,Credit Card
CUST01904,2023-04-13,148.44,Electronic Check
CUST01173,2023-07-02,16.19,Credit Card
CUST02296,2023-07-03,18.54,Credit Card
CUST01650,2023-01-13,14.97,Credit Card
CUST00179,2023-08-20,25.86,Bank Transfer
CUST00027,2023-05-30,98.01,Mailed Check
CUST01844,2023-09-20,62.45,Electronic Check
CUST02164,2023-01-24,92.49,Electronic Check
CUST02750,2023-07-08,52.48,Credit Card
CUST02704,2023-05-13,17.88,Credit Card
CUST02879,2023-02-19,15.53,Bank Transfer
CUST00261,2023-07-02,0.54,Mailed Check
CUST02673,2023-01-26,91.12,Electronic Check
CUST02832,2023-05-18,112.69,Mailed Check
CUST00196,2023-01-11,87.73,Electronic Check
CUST01460,2023-10-23,4.64,Credit Card
CUST02731,2023-04-12,86.18,Bank Transfer
CUST01662,2023-01-11,2.81,Bank Transfer
CUST02921,2023-04-22,6.7,Credit Card
CUST01433,2023-04-04,34.84,Credit Card
CUST00332,2023-09-17,38.79,Credit Card
CUST02767,2023-09-15,101.61,Mailed Check
CUST01181,2023-06-16,68.28,Credit Card
CUST01775,2023-07-28,9.99,Mailed Check
CUST00078,2023-02-14,15.38,Credit Card
CUST01867,2023-11-26,20.19,Bank Transfer
CUST01892,2023-07-24,7.92,Mailed Check
CUST00196,2023-12-25,20.35,Bank Transfer
CUST01783,2023-02-11,78.25,Credit Card
CUST00225,2023-10-12,16.58,Credit Card
CUST02642,2023-04-10,108.24,Electronic Check
CUST01561,2023-12-22,38.04,Mailed Check
CUST02960,2023-09-29,23.4,Mailed Check
CUST00734,2023-01-06,31.9,Mailed Check
CUST01362,2023-02-11,74.17,Mailed Check
CUST01579,2023-12-22,43.64,Bank Transfer
CUST01619,2023-09-10,0.44,Mailed Check
CUST02042,2023-03-17,153.31,Bank Transfer
CUST02966,2023-02-11,4.1,Credit Card
CUST02584,2023-12-17,167.44,Bank Transfer
CUST00219,2023-09-25,1.71,Mailed Check
CUST02340,2023-08-05,88.44,Bank Transfer
CUST01227,2023-03-05,45.9,Mailed Check
CUST01728,2023-06-28,42.28,Bank Transfer
CUST00201,2023-01-29,4.53,Electronic Check
CUST01889,2023-10-02,16.37,Mailed Check
CUST02079,2023-08-04,90.18,Bank Transfer
CUST01713,2023-12-19,133.13,Mailed Check
CUST02763,2023-10-28,45.19,Credit Card
CUST00752,2023-02-23,26.16,Bank Transfer
CUST01016,2023-03-21,3.71,Bank Transfer
CUST00114,2023-07-13,68.78,Electronic Check
CUST02769,2023-07-19,19.58,Mailed Check
CUST01245,2023-01-13,3.4,Bank Transfer
CUST02229,2023-08-10,65.77,Electronic Check
CUST02818,2023-07-12,39.9,Electronic Check
CUST00468,2023-11-23,0.72,Electronic Check
CUST00425,2023-08-28,7.05,Mailed Check
CUST01575,2023-09-27,72.08,Mailed Check
CUST01865,2023-10-25,3.95,Bank Transfer
CUST00833,2023-04-09,120.58,Mailed Check
CUST02028,2023-08-08,22.38,Mailed Check
CUST02532,2023-11-28,5.57,Credit Card
CUST00010,2023-04-14,85.57,Mailed Check
CUST01408,2023-03-06,44.59,Credit Card
CUST02089,2023-05-25,21.97,Bank Transfer
CUST01725,2023-02-07,31.26,Electronic Check
CUST02170,2023-01-28,1.3,Credit Card
CUST02748,2023-10-16,65.21,Bank Transfer
CUST02299,2023-08-25,27.32,Credit Card
CUST00972,2023-05-06,75.11,Mailed Check
CUST00603,2023-11-22,59.36,Bank Transfer
CUST00212,2023-03-26,63.2,Electronic Check
CUST02315,2023-08-25,94.47,Credit Card
CUST02754,2023-09-03,59.84,Mailed Check
CUST00539,2023-09-23,32.55,Bank Transfer
